PO Number,Vendor Key,Product Key,Order Date,Expected Receipt Date,Actual Receipt Date,Order Quantity,Unit Cost,PO Status
8697,18,182,2022-08-08,2022-08-21,2022-08-21,177,197.61,Received
8698,18,182,2022-09-02,2022-09-15,2022-09-11,169,203.31,Received
8699,18,182,2022-09-29,2022-10-12,2022-10-14,170,217.21,Received
8700,18,182,2022-10-10,2022-10-23,2022-10-23,163,218.01,Received
8701,18,182,2022-10-16,2022-10-29,2022-10-29,179,215.94,Received
8702,18,182,2022-11-03,2022-11-16,2022-11-20,173,204.23,Received
8703,18,182,2022-11-22,2022-12-05,2022-12-06,172,206.94,Received
8704,18,182,2023-02-14,2023-02-27,2023-02-27,171,200.34,Received
8705,18,182,2023-04-07,2023-04-20,2023-04-22,188,212.98,Received
8706,18,182,2023-04-09,2023-04-22,2023-04-19,183,198.78,Received
8707,18,182,2023-04-17,2023-04-30,2023-05-01,179,216.37,Received
8708,18,182,2023-05-15,2023-05-28,2023-05-28,168,199.41,Received
8709,18,182,2023-06-02,2023-06-15,2023-06-17,183,198.22,Received
8710,18,182,2023-07-10,2023-07-23,2023-07-25,175,217.17,Received
8711,18,182,2023-07-21,2023-08-03,2023-08-01,157,199.91,Received
8712,18,182,2023-09-01,2023-09-14,2023-09-13,162,201.01,Received
8713,18,182,2023-09-21,2023-10-04,2023-10-04,181,213.96,Received
8714,18,182,2023-10-16,2023-10-29,2023-11-02,172,200.84,Received
8715,18,182,2023-12-15,2023-12-28,2023-12-27,178,207.31,Received
8716,18,182,2023-12-30,2024-01-12,2024-01-13,170,214.99,Received
8717,18,182,2024-01-21,2024-02-03,2024-02-06,178,199.34,Received
8718,18,182,2024-02-20,2024-03-04,2024-02-29,167,205.96,Received
8719,18,182,2024-02-22,2024-03-06,2024-03-09,167,198.41,Received
8720,18,182,2024-04-07,2024-04-20,2024-04-22,155,199.25,Received
8721,18,182,2024-05-01,2024-05-14,2024-05-12,172,200.58,Received
8722,18,182,2024-06-08,2024-06-21,2024-06-20,176,205.88,Received
8723,18,182,2024-06-23,2024-07-06,2024-07-06,172,201.26,Received
8724,18,182,2024-07-11,2024-07-24,2024-07-23,182,205.65,Received
8725,18,182,2024-08-10,2024-08-23,2024-08-23,177,213.45,Received
8726,18,182,2024-09-17,2024-09-30,2024-09-30,176,201.28,Received
8727,18,182,2024-10-28,2024-11-10,2024-11-12,158,212.48,Received
8728,18,182,2024-11-23,2024-12-06,2024-12-06,173,202.27,Received
8729,18,182,2024-12-15,2024-12-28,2024-12-28,184,208.68,Received
8730,18,182,2024-12-30,2025-01-12,2025-01-11,179,207.18,Received
8731,18,182,2025-01-25,2025-02-07,2025-02-08,175,208.86,Received
8732,18,182,2025-02-21,2025-03-06,2025-03-05,189,210.77,Received
8733,18,182,2025-02-26,2025-03-11,2025-03-12,189,200.63,Received
8734,18,182,2025-02-28,2025-03-13,2025-03-12,173,206.19,Received
8735,18,182,2025-04-28,2025-05-11,2025-05-12,181,218.22,Received
8736,18,182,2025-05-12,2025-05-25,2025-05-27,182,201.99,Received
8737,18,182,2025-05-24,2025-06-06,2025-06-06,162,201.66,Received
8738,18,182,2025-06-21,2025-07-04,2025-07-04,176,213.13,Received
8739,18,182,2025-07-06,2025-07-19,2025-07-19,167,216.64,Received
8740,18,182,2025-07-12,2025-07-25,2025-07-21,174,213.26,Received
8741,18,182,2025-07-28,2025-08-10,2025-08-11,170,204.08,Received
8742,18,182,2025-08-10,2025-08-23,2025-08-20,171,199.21,Received
8743,18,182,2025-09-25,2025-10-08,2025-10-09,171,214.22,Received
8744,15,183,2021-09-08,2021-09-28,2021-10-03,87,140.43,Received
8745,15,183,2021-10-22,2021-11-11,2021-11-07,80,141.94,Received
8746,15,183,2021-11-26,2021-12-16,2021-12-13,74,140.32,Received
8747,15,183,2021-12-03,2021-12-23,2021-12-21,83,140.26,Received
8748,15,183,2021-12-07,2021-12-27,2021-12-27,81,142.08,Received
8749,15,183,2021-12-21,2022-01-10,2022-01-10,90,140.4,Received
8750,15,183,2022-01-05,2022-01-25,2022-01-24,91,141.75,Received
8751,15,183,2022-01-15,2022-02-04,2022-02-05,73,141.98,Received
8752,15,183,2022-02-07,2022-02-27,2022-02-25,75,135.01,Received
8753,15,183,2022-03-27,2022-04-16,2022-04-14,82,140.32,Received
8754,15,183,2022-05-14,2022-06-03,2022-06-06,80,147.35,Received
8755,15,183,2022-05-16,2022-06-05,2022-06-05,73,139.25,Received
8756,15,183,2022-05-21,2022-06-10,2022-06-09,76,140.94,Received
8757,15,183,2022-06-26,2022-07-16,2022-07-18,70,136.28,Received
8758,15,183,2022-07-16,2022-08-05,2022-08-05,74,141.24,Received
8759,15,183,2022-07-30,2022-08-19,2022-08-19,77,137.8,Received
8760,15,183,2022-08-18,2022-09-07,2022-09-05,67,135.12,Received
8761,15,183,2022-08-31,2022-09-20,2022-09-24,76,135.58,Received
8762,15,183,2022-09-04,2022-09-24,2022-09-24,77,138.27,Received
8763,15,183,2022-09-28,2022-10-18,2022-10-13,72,146.61,Received
8764,15,183,2022-11-12,2022-12-02,2022-12-01,82,135.26,Received
8765,15,183,2022-11-23,2022-12-13,2022-12-13,63,146.71,Received
8766,15,183,2022-11-25,2022-12-15,2022-12-16,77,147.49,Received
8767,15,183,2022-11-30,2022-12-20,2022-12-25,75,141.83,Received
8768,15,183,2023-01-09,2023-01-29,2023-01-26,71,144.69,Received
8769,15,183,2023-01-11,2023-01-31,2023-02-01,85,142.34,Received
8770,15,183,2023-01-22,2023-02-11,2023-02-10,93,140.05,Received
8771,15,183,2023-02-26,2023-03-18,2023-03-22,72,146.05,Received
8772,15,183,2023-03-11,2023-03-31,2023-03-30,69,146.15,Received
8773,15,183,2023-05-04,2023-05-24,2023-05-21,64,139.42,Received
8774,15,183,2023-05-05,2023-05-25,2023-05-25,77,141.73,Received
8775,15,183,2023-07-15,2023-08-04,2023-08-04,95,147.87,Received
8776,15,183,2023-08-18,2023-09-07,2023-09-11,67,134.78,Received
8777,15,183,2023-10-05,2023-10-25,2023-10-26,80,140.57,Received
8778,15,183,2023-11-04,2023-11-24,2023-11-24,76,135.22,Received
8779,15,183,2024-01-26,2024-02-15,2024-02-13,69,143.74,Received
8780,15,183,2024-02-29,2024-03-20,2024-03-20,73,145.13,Received
8781,15,183,2024-03-13,2024-04-02,2024-03-30,84,143.83,Received
8782,15,183,2024-05-20,2024-06-09,2024-06-09,70,144.6,Received
8783,15,183,2024-05-30,2024-06-19,2024-06-19,59,141.5,Received
8784,15,183,2024-08-06,2024-08-26,2024-08-27,89,139.95,Received
8785,15,183,2024-08-31,2024-09-20,2024-09-20,85,136.88,Received
8786,15,183,2024-09-18,2024-10-08,2024-10-06,75,139.13,Received
8787,15,183,2024-09-29,2024-10-19,2024-10-19,76,145.07,Received
8788,15,183,2024-10-11,2024-10-31,2024-11-01,87,144.15,Received
8789,15,183,2024-11-08,2024-11-28,2024-11-25,66,142.63,Received
8790,15,183,2024-11-14,2024-12-04,2024-12-05,65,147.46,Received
8791,15,183,2024-11-19,2024-12-09,2024-12-10,61,135.01,Received
8792,15,183,2024-11-27,2024-12-17,2024-12-17,78,135.72,Received
8793,15,183,2024-12-03,2024-12-23,2024-12-20,69,139.97,Received
8794,15,183,2024-12-30,2025-01-19,2025-01-19,87,137.54,Received
8795,15,183,2025-01-30,2025-02-19,2025-02-21,83,146.21,Received
8796,15,183,2025-03-10,2025-03-30,2025-04-01,81,147.36,Received
8797,15,183,2025-03-28,2025-04-17,2025-04-19,74,145.03,Received
8798,15,183,2025-04-15,2025-05-05,2025-05-05,62,145.24,Received
8799,15,183,2025-05-11,2025-05-31,2025-05-30,75,143.47,Received
8800,15,183,2025-06-07,2025-06-27,2025-06-27,76,141.04,Received
8801,15,183,2025-06-12,2025-07-02,2025-07-03,72,140.63,Received
8802,15,183,2025-07-12,2025-08-01,2025-07-30,66,143.46,Received
8803,15,183,2025-08-31,2025-09-20,2025-09-20,81,136.59,Received
8804,16,184,2021-08-22,2021-09-07,2021-09-05,44,126.53,Received
8805,16,184,2021-09-29,2021-10-15,2021-10-12,65,131.76,Received
8806,16,184,2021-10-19,2021-11-04,2021-11-03,60,135.16,Received
8807,16,184,2021-10-25,2021-11-10,2021-11-16,63,136.86,Received
8808,16,184,2021-11-02,2021-11-18,2021-11-17,44,126.42,Received
8809,16,184,2021-11-05,2021-11-21,2021-11-22,65,134.77,Received
8810,16,184,2021-12-02,2021-12-18,2021-12-18,54,129.25,Received
8811,16,184,2022-01-10,2022-01-26,2022-01-22,58,129.66,Received
8812,16,184,2022-01-30,2022-02-15,2022-02-18,53,137.11,Received
8813,16,184,2022-05-09,2022-05-25,2022-05-27,48,129.19,Received
8814,16,184,2022-05-30,2022-06-15,2022-06-16,64,135.8,Received
8815,16,184,2022-06-18,2022-07-04,2022-07-06,45,128.77,Received
8816,16,184,2022-07-22,2022-08-07,2022-08-07,59,135.34,Received
8817,16,184,2022-09-04,2022-09-20,2022-09-15,56,128.2,Received
8818,16,184,2022-09-04,2022-09-20,2022-09-20,55,135.13,Received
8819,16,184,2022-09-19,2022-10-05,2022-10-08,68,138.97,Received
8820,16,184,2022-09-25,2022-10-11,2022-10-08,62,136.58,Received
8821,16,184,2022-09-28,2022-10-14,2022-10-13,57,127.86,Received
8822,16,184,2022-09-29,2022-10-15,2022-10-14,53,135.07,Received
8823,16,184,2022-11-14,2022-11-30,2022-11-28,44,135.39,Received
8824,16,184,2022-11-16,2022-12-02,2022-12-02,62,139.0,Received
8825,16,184,2022-12-15,2022-12-31,2022-12-31,57,126.16,Received
8826,16,184,2022-12-20,2023-01-05,2023-01-06,56,137.96,Received
8827,16,184,2023-01-05,2023-01-21,2023-01-22,63,135.64,Received
8828,16,184,2023-01-08,2023-01-24,2023-01-24,58,136.35,Received
8829,16,184,2023-03-22,2023-04-07,2023-04-05,59,129.32,Received
8830,16,184,2023-03-26,2023-04-11,2023-04-11,67,127.04,Received
8831,16,184,2023-04-09,2023-04-25,2023-04-25,68,136.17,Received
8832,16,184,2023-06-07,2023-06-23,2023-06-23,45,133.31,Received
8833,16,184,2023-08-29,2023-09-14,2023-09-15,62,131.63,Received
8834,16,184,2023-09-16,2023-10-02,2023-10-02,58,135.41,Received
8835,16,184,2023-10-28,2023-11-13,2023-11-16,58,129.23,Received
8836,16,184,2023-12-23,2024-01-08,2024-01-08,51,127.0,Received
8837,16,184,2024-01-26,2024-02-11,2024-02-11,68,135.41,Received
8838,16,184,2024-02-27,2024-03-14,2024-03-10,58,129.94,Received
8839,16,184,2024-03-06,2024-03-22,2024-03-22,46,136.11,Received
8840,16,184,2024-04-02,2024-04-18,2024-04-15,59,135.83,Received
8841,16,184,2024-04-05,2024-04-21,2024-04-21,50,129.84,Received
8842,16,184,2024-04-07,2024-04-23,2024-04-20,53,135.7,Received
8843,16,184,2024-04-09,2024-04-25,2024-04-25,65,135.02,Received
8844,16,184,2024-04-11,2024-04-27,2024-04-28,59,138.72,Received
8845,16,184,2024-04-17,2024-05-03,2024-05-01,60,134.26,Received
8846,16,184,2024-05-17,2024-06-02,2024-06-01,58,127.78,Received
8847,16,184,2024-05-19,2024-06-04,2024-06-02,51,130.43,Received
8848,16,184,2024-05-27,2024-06-12,2024-06-11,52,135.12,Received
8849,16,184,2024-06-27,2024-07-13,2024-07-13,61,129.09,Received
8850,16,184,2024-07-12,2024-07-28,2024-07-29,62,136.01,Received
8851,16,184,2024-07-21,2024-08-06,2024-08-07,58,125.8,Received
8852,16,184,2024-07-22,2024-08-07,2024-08-06,62,136.39,Received
8853,16,184,2024-10-03,2024-10-19,2024-10-19,65,137.49,Received
8854,16,184,2024-10-16,2024-11-01,2024-11-01,42,138.54,Received
8855,16,184,2024-11-10,2024-11-26,2024-11-27,45,138.52,Received
8856,16,184,2024-11-19,2024-12-05,2024-12-06,59,137.04,Received
8857,16,184,2025-01-02,2025-01-18,2025-01-13,41,128.71,Received
8858,16,184,2025-02-11,2025-02-27,2025-02-28,59,138.02,Received
8859,16,184,2025-03-12,2025-03-28,2025-03-27,51,126.43,Received
8860,16,184,2025-04-13,2025-04-29,2025-04-30,51,128.99,Received
8861,16,184,2025-05-30,2025-06-15,2025-06-15,64,137.01,Received
8862,16,184,2025-06-15,2025-07-01,2025-06-29,44,133.62,Received
8863,16,184,2025-10-09,2025-10-25,,71,136.39,In Transit
8864,16,185,2021-10-02,2021-10-18,2021-10-22,35,228.46,Received
8865,16,185,2021-11-18,2021-12-04,2021-12-03,43,241.69,Received
8866,16,185,2021-12-09,2021-12-25,2021-12-25,39,231.94,Received
8867,16,185,2021-12-22,2022-01-07,2022-01-05,30,228.35,Received
8868,16,185,2022-01-23,2022-02-08,2022-02-07,39,248.07,Received
8869,16,185,2022-03-10,2022-03-26,2022-03-27,41,226.02,Received
8870,16,185,2022-04-21,2022-05-07,2022-05-05,39,242.99,Received
8871,16,185,2023-01-19,2023-02-04,2023-02-04,35,245.01,Received
8872,16,185,2023-03-04,2023-03-20,2023-03-22,55,233.72,Received
8873,16,185,2023-07-30,2023-08-15,2023-08-13,42,225.62,Received
8874,16,185,2023-12-31,2024-01-16,2024-01-15,50,227.82,Received
8875,16,185,2024-01-22,2024-02-07,2024-02-09,26,237.8,Received
8876,16,185,2024-05-02,2024-05-18,2024-05-14,40,224.55,Received
8877,16,185,2024-06-27,2024-07-13,2024-07-11,54,232.99,Received
8878,16,185,2024-08-03,2024-08-19,2024-08-21,37,241.95,Received
8879,16,185,2024-10-21,2024-11-06,2024-11-06,45,226.43,Received
8880,16,185,2024-11-25,2024-12-11,2024-12-09,46,225.87,Received
8881,16,185,2024-11-26,2024-12-12,2024-12-12,30,244.96,Received
8882,16,185,2024-12-06,2024-12-22,2024-12-19,37,242.33,Received
8883,16,185,2025-05-08,2025-05-24,2025-05-25,33,238.32,Received
8884,16,185,2025-07-14,2025-07-30,2025-07-29,48,243.68,Received
8885,16,186,2021-09-07,2021-09-23,2021-09-23,35,163.64,Received
8886,16,186,2021-10-27,2021-11-12,2021-11-10,34,156.9,Received
8887,16,186,2022-01-30,2022-02-15,2022-02-13,31,154.0,Received
8888,16,186,2022-05-22,2022-06-07,2022-06-07,29,154.04,Received
8889,16,186,2022-06-13,2022-06-29,2022-06-29,37,159.78,Received
8890,16,186,2022-10-19,2022-11-04,2022-11-03,29,163.47,Received
8891,16,186,2022-11-06,2022-11-22,2022-11-20,28,149.43,Received
8892,16,186,2022-12-07,2022-12-23,2022-12-24,48,161.79,Received
8893,16,186,2023-01-19,2023-02-04,2023-02-08,25,151.66,Received
8894,16,186,2023-02-20,2023-03-08,2023-03-05,51,153.67,Received
8895,16,186,2023-03-10,2023-03-26,2023-03-29,49,150.17,Received
8896,16,186,2023-05-24,2023-06-09,2023-06-06,60,151.57,Received
8897,16,186,2023-08-26,2023-09-11,2023-09-11,49,153.91,Received
8898,16,186,2023-12-12,2023-12-28,2023-12-28,49,156.55,Received
8899,16,186,2023-12-23,2024-01-08,2024-01-09,48,162.8,Received
8900,16,186,2024-01-01,2024-01-17,2024-01-16,36,149.7,Received
8901,16,186,2024-02-05,2024-02-21,2024-02-21,33,156.59,Received
8902,16,186,2024-05-20,2024-06-05,2024-06-07,40,155.22,Received
8903,16,186,2024-09-25,2024-10-11,2024-10-11,50,150.52,Received
8904,16,186,2024-10-14,2024-10-30,2024-11-01,43,150.24,Received
8905,16,186,2024-11-17,2024-12-03,2024-12-03,40,161.63,Received
8906,16,186,2024-12-04,2024-12-20,2024-12-20,37,163.21,Received
8907,16,186,2024-12-27,2025-01-12,2025-01-16,35,159.97,Received
8908,16,186,2025-01-26,2025-02-11,2025-02-11,47,155.02,Received
8909,16,186,2025-03-18,2025-04-03,2025-04-06,40,149.52,Received
8910,16,186,2025-06-03,2025-06-19,2025-06-20,32,156.92,Received
8911,16,186,2025-07-11,2025-07-27,2025-07-26,38,158.3,Received
8912,16,186,2025-08-26,2025-09-11,2025-09-11,38,163.18,Received
8913,16,186,2025-10-12,2025-10-28,,53,150.3,In Transit
8914,18,187,2021-08-22,2021-09-04,2021-09-02,42,545.37,Received
8915,18,187,2021-12-25,2022-01-07,2022-01-10,55,565.98,Received
8916,18,187,2022-03-04,2022-03-17,2022-03-17,39,566.29,Received
8917,18,187,2022-03-11,2022-03-24,2022-03-26,39,557.33,Received
8918,18,187,2022-06-13,2022-06-26,2022-06-26,32,557.91,Received
8919,18,187,2022-06-24,2022-07-07,2022-07-08,48,575.22,Received
8920,18,187,2022-09-06,2022-09-19,2022-09-18,36,567.78,Received
8921,18,187,2022-10-19,2022-11-01,2022-11-02,55,568.21,Received
8922,18,187,2023-01-02,2023-01-15,2023-01-15,39,534.91,Received
8923,18,187,2023-01-19,2023-02-01,2023-01-31,41,573.89,Received
8924,18,187,2023-02-01,2023-02-14,2023-02-14,34,557.86,Received
8925,18,187,2023-05-12,2023-05-25,2023-05-27,50,556.84,Received
8926,18,187,2023-08-18,2023-08-31,2023-09-01,37,555.24,Received
8927,18,187,2023-10-15,2023-10-28,2023-10-28,42,525.17,Received
8928,18,187,2023-10-29,2023-11-11,2023-11-07,47,534.09,Received
8929,18,187,2024-01-21,2024-02-03,2024-01-31,47,525.84,Received
8930,18,187,2024-07-10,2024-07-23,2024-07-21,26,575.32,Received
8931,18,187,2024-08-20,2024-09-02,2024-09-02,55,552.37,Received
8932,18,187,2025-01-03,2025-01-16,2025-01-16,49,545.89,Received
8933,18,187,2025-02-16,2025-03-01,2025-03-03,41,537.52,Received
8934,18,187,2025-06-10,2025-06-23,2025-06-24,37,561.44,Received
8935,18,187,2025-06-14,2025-06-27,2025-06-26,46,556.0,Received
8936,18,187,2025-06-30,2025-07-13,2025-07-12,42,569.02,Received
8937,16,188,2021-08-21,2021-09-06,2021-09-06,45,277.49,Received
8938,16,188,2021-08-27,2021-09-12,2021-09-16,40,290.47,Received
8939,16,188,2021-08-29,2021-09-14,2021-09-10,33,299.41,Received
8940,16,188,2022-01-06,2022-01-22,2022-01-18,42,279.74,Received
8941,16,188,2022-05-06,2022-05-22,2022-05-21,46,273.06,Received
8942,16,188,2022-05-07,2022-05-23,2022-05-18,44,276.77,Received
8943,16,188,2022-06-13,2022-06-29,2022-06-26,52,277.81,Received
8944,16,188,2022-07-06,2022-07-22,2022-07-25,24,300.05,Received
8945,16,188,2022-07-19,2022-08-04,2022-08-06,57,277.43,Received
8946,16,188,2022-07-26,2022-08-11,2022-08-10,31,300.27,Received
8947,16,188,2022-07-29,2022-08-14,2022-08-14,43,285.52,Received
8948,16,188,2022-08-04,2022-08-20,2022-08-16,32,290.68,Received
8949,16,188,2022-09-14,2022-09-30,2022-09-30,38,276.63,Received
8950,16,188,2022-09-14,2022-09-30,2022-09-30,35,287.91,Received
8951,16,188,2023-01-04,2023-01-20,2023-01-21,49,286.84,Received
8952,16,188,2023-01-09,2023-01-25,2023-01-25,37,293.77,Received
8953,16,188,2023-01-27,2023-02-12,2023-02-08,46,294.53,Received
8954,16,188,2023-02-01,2023-02-17,2023-02-17,38,289.76,Received
8955,16,188,2023-04-08,2023-04-24,2023-04-25,32,281.69,Received
8956,16,188,2023-04-15,2023-05-01,2023-04-28,49,298.3,Received
8957,16,188,2023-05-13,2023-05-29,2023-05-29,41,277.7,Received
8958,16,188,2023-07-30,2023-08-15,2023-08-13,35,276.55,Received
8959,16,188,2023-08-15,2023-08-31,2023-09-03,44,274.25,Received
8960,16,188,2023-08-31,2023-09-16,2023-09-11,39,288.78,Received
8961,16,188,2023-11-12,2023-11-28,2023-11-28,39,277.76,Received
8962,16,188,2023-12-14,2023-12-30,2023-12-30,38,272.22,Received
8963,16,188,2024-01-26,2024-02-11,2024-02-08,40,281.12,Received
8964,16,188,2024-02-13,2024-02-29,2024-02-29,32,275.81,Received
8965,16,188,2024-03-18,2024-04-03,2024-04-01,45,277.46,Received
8966,16,188,2024-04-25,2024-05-11,2024-05-12,45,286.99,Received
8967,16,188,2024-05-02,2024-05-18,2024-05-19,48,300.3,Received
8968,16,188,2024-05-28,2024-06-13,2024-06-11,43,282.71,Received
8969,16,188,2024-07-13,2024-07-29,2024-07-26,41,290.19,Received
8970,16,188,2024-07-28,2024-08-13,2024-08-13,40,300.32,Received
8971,16,188,2024-09-06,2024-09-22,2024-09-22,37,299.58,Received
8972,16,188,2024-10-03,2024-10-19,2024-10-19,36,290.33,Received
8973,16,188,2024-10-25,2024-11-10,2024-11-10,50,293.53,Received
8974,16,188,2024-11-16,2024-12-02,2024-12-04,55,286.2,Received
8975,16,188,2024-12-04,2024-12-20,2024-12-18,40,277.28,Received
8976,16,188,2024-12-19,2025-01-04,2025-01-06,26,297.57,Received
8977,16,188,2025-01-12,2025-01-28,2025-01-28,39,300.15,Received
8978,16,188,2025-01-30,2025-02-15,2025-02-12,50,286.62,Received
8979,16,188,2025-02-08,2025-02-24,2025-02-28,37,278.73,Received
8980,16,188,2025-03-07,2025-03-23,2025-03-25,32,286.66,Received
8981,16,188,2025-03-07,2025-03-23,2025-03-24,57,284.28,Received
8982,16,188,2025-04-23,2025-05-09,2025-05-08,46,289.12,Received
8983,16,188,2025-05-29,2025-06-14,2025-06-12,36,276.07,Received
8984,16,188,2025-06-08,2025-06-24,2025-06-26,51,297.27,Received
8985,16,188,2025-06-24,2025-07-10,2025-07-09,47,290.37,Received
8986,16,188,2025-06-29,2025-07-15,2025-07-14,39,277.06,Received
8987,16,188,2025-08-26,2025-09-11,2025-09-11,36,297.62,Received
8988,16,188,2025-09-10,2025-09-26,2025-09-28,29,284.73,Received
8989,16,188,2025-09-26,2025-10-12,2025-10-12,40,289.89,Received
8990,16,189,2021-09-10,2021-09-26,2021-09-27,189,65.1,Received
8991,16,189,2021-09-18,2021-10-04,2021-09-30,179,68.28,Received
8992,16,189,2021-10-05,2021-10-21,2021-10-21,173,64.83,Received
8993,16,189,2021-10-13,2021-10-29,2021-10-29,174,67.56,Received
8994,16,189,2021-11-25,2021-12-11,2021-12-13,170,65.58,Received
8995,16,189,2021-12-03,2021-12-19,2021-12-18,187,68.05,Received
8996,16,189,2021-12-17,2022-01-02,2022-01-02,186,66.53,Received
8997,16,189,2021-12-22,2022-01-07,2022-01-07,180,67.31,Received
8998,16,189,2022-01-13,2022-01-29,2022-01-26,175,67.79,Received
8999,16,189,2022-05-27,2022-06-12,2022-06-12,183,69.99,Received
9000,16,189,2022-05-31,2022-06-16,2022-06-17,178,67.58,Received
9001,16,189,2022-06-02,2022-06-18,2022-06-19,182,67.87,Received
9002,16,189,2022-07-02,2022-07-18,2022-07-18,173,68.88,Received
9003,16,189,2022-07-21,2022-08-06,2022-08-06,185,65.32,Received
9004,16,189,2022-07-29,2022-08-14,2022-08-12,185,67.98,Received
9005,16,189,2022-08-01,2022-08-17,2022-08-17,193,68.79,Received
9006,16,189,2022-09-12,2022-09-28,2022-10-01,186,67.97,Received
9007,16,189,2022-09-25,2022-10-11,2022-10-08,184,68.38,Received
9008,16,189,2022-09-26,2022-10-12,2022-10-12,198,63.79,Received
9009,16,189,2022-10-07,2022-10-23,2022-10-23,186,68.08,Received
9010,16,189,2022-11-20,2022-12-06,2022-12-07,195,70.06,Received
9011,16,189,2022-12-30,2023-01-15,2023-01-16,191,67.49,Received
9012,16,189,2023-01-23,2023-02-08,2023-02-11,177,68.23,Received
9013,16,189,2023-01-27,2023-02-12,2023-02-15,186,65.67,Received
9014,16,189,2023-02-14,2023-03-02,2023-03-04,169,68.51,Received
9015,16,189,2023-03-04,2023-03-20,2023-03-21,176,65.82,Received
9016,16,189,2023-09-09,2023-09-25,2023-09-25,187,69.45,Received
9017,16,189,2023-09-19,2023-10-05,2023-10-04,180,67.95,Received
9018,16,189,2023-09-24,2023-10-10,2023-10-11,181,65.62,Received
9019,16,189,2023-10-11,2023-10-27,2023-10-27,186,68.26,Received
9020,16,189,2023-10-20,2023-11-05,2023-11-06,173,66.04,Received
9021,16,189,2023-10-31,2023-11-16,2023-11-17,185,70.08,Received
9022,16,189,2023-11-02,2023-11-18,2023-11-17,170,67.27,Received
9023,16,189,2023-12-03,2023-12-19,2023-12-21,177,68.95,Received
9024,16,189,2023-12-26,2024-01-11,2024-01-11,168,67.55,Received
9025,16,189,2023-12-29,2024-01-14,2024-01-12,185,64.58,Received
9026,16,189,2023-12-30,2024-01-15,2024-01-17,178,69.06,Received
9027,16,189,2024-01-27,2024-02-12,2024-02-13,184,69.46,Received
9028,16,189,2024-02-05,2024-02-21,2024-02-21,178,68.76,Received
