Store Key,Fiscal Year,Fiscal Period,Budget Sales Amount,Budget Units
326,2023,12,291414.31,147
326,2024,1,266342.26,127
326,2024,2,358728.92,158
326,2024,3,245773.0,129
326,2024,4,260743.69,121
326,2024,5,331584.79,160
326,2024,6,277342.71,125
326,2024,7,166996.18,126
326,2024,8,232594.62,159
326,2024,9,200316.41,118
326,2024,10,274884.64,133
326,2024,11,326844.9,152
326,2024,12,340337.48,125
326,2025,1,297515.21,130
326,2025,2,346360.8,153
326,2025,3,241674.94,116
326,2025,4,266473.63,120
326,2025,5,333722.37,151
326,2025,6,252816.65,138
326,2025,7,257990.92,172
326,2025,8,332828.21,212
326,2025,9,235283.88,145
326,2025,10,273357.01,58
327,2021,8,34211.06,28
327,2021,9,48380.13,38
327,2021,10,53443.52,51
327,2021,11,62530.04,49
327,2021,12,45558.18,47
327,2022,1,49945.66,40
327,2022,2,60526.36,50
327,2022,3,53713.93,43
327,2022,4,36616.95,39
327,2022,5,69220.34,50
327,2022,6,40768.52,42
327,2022,7,53542.51,43
327,2022,8,38717.54,51
327,2022,9,56888.37,43
327,2022,10,65096.93,47
327,2022,11,75490.92,52
327,2022,12,55696.49,44
327,2023,1,56763.35,43
327,2023,2,72096.68,59
327,2023,3,61495.04,49
327,2023,4,42272.47,45
327,2023,5,80103.71,55
327,2023,6,48556.2,43
327,2023,7,61183.97,47
327,2023,8,60334.64,64
327,2023,9,52766.41,58
327,2023,10,54037.84,58
327,2023,11,70869.63,57
327,2023,12,63717.64,61
327,2024,1,63165.04,44
327,2024,2,77008.87,60
327,2024,3,77118.37,52
327,2024,4,58031.72,47
327,2024,5,72256.29,46
327,2024,6,67325.84,29
327,2024,7,66007.82,28
327,2024,8,92480.62,23
327,2024,9,76859.69,19
327,2024,10,62567.39,17
327,2024,11,73410.23,27
327,2024,12,69235.85,23
327,2025,1,48859.79,15
327,2025,2,52398.04,18
327,2025,3,58876.92,23
327,2025,4,62562.68,16
327,2025,5,54376.25,21
327,2025,6,30926.85,13
327,2025,7,25089.71,11
327,2025,8,28030.56,20
327,2025,9,28506.18,12
327,2025,10,16454.2,3
332,2021,8,6570.21,6
332,2021,9,6700.28,10
332,2021,10,13006.69,13
332,2021,11,25736.06,23
332,2021,12,21888.4,14
332,2022,1,13245.41,13
332,2022,2,13261.66,13
332,2022,3,15790.89,10
332,2022,4,15398.1,9
332,2022,5,20170.69,15
332,2022,6,16953.46,14
332,2022,7,17088.26,16
332,2022,8,7753.56,18
332,2022,9,7796.37,14
332,2022,10,14853.87,9
332,2022,11,31443.83,13
332,2022,12,27400.44,12
332,2023,1,15508.91,9
332,2023,2,15871.2,16
332,2023,3,18833.78,18
332,2023,4,17656.24,19
332,2023,5,24786.43,25
332,2023,6,20368.37,15
332,2023,7,19495.2,13
332,2023,8,30317.71,16
332,2023,9,14966.54,14
332,2023,10,10859.94,21
332,2023,11,22001.78,43
332,2023,12,15965.52,42
332,2024,1,13825.45,36
332,2024,2,22544.21,61
332,2024,3,36881.05,68
332,2024,4,27263.22,68
332,2024,5,38183.81,82
332,2024,6,19776.76,66
332,2024,7,19297.47,74
332,2024,8,31001.77,88
332,2024,9,23031.31,76
332,2024,10,41079.99,91
332,2024,11,58734.62,109
332,2024,12,69119.56,89
332,2025,1,76408.12,93
332,2025,2,127891.79,123
332,2025,3,114288.78,110
332,2025,4,118925.77,93
332,2025,5,136387.15,125
332,2025,6,124931.69,114
332,2025,7,119587.01,110
332,2025,8,169720.63,150
332,2025,9,143803.17,119
332,2025,10,178350.54,57
334,2021,8,29066.19,27
334,2021,9,42269.1,36
334,2021,10,60517.02,39
334,2021,11,85180.2,46
334,2021,12,56341.97,40
334,2022,1,65998.18,40
334,2022,2,75299.16,44
334,2022,3,68675.79,41
334,2022,4,70349.32,45
334,2022,5,78848.0,51
334,2022,6,56605.34,38
334,2022,7,55232.24,39
334,2022,8,32964.55,46
334,2022,9,51695.25,47
334,2022,10,72599.18,37
334,2022,11,104886.28,51
334,2022,12,64471.47,45
334,2023,1,73404.54,40
334,2023,2,92677.61,53
334,2023,3,74767.61,40
334,2023,4,87044.12,34
334,2023,5,90742.67,44
334,2023,6,67981.11,25
334,2023,7,64012.93,23
334,2023,8,90142.71,32
334,2023,9,77299.2,27
334,2023,10,69542.27,35
334,2023,11,98536.37,40
334,2023,12,68722.94,38
334,2024,1,70051.08,32
334,2024,2,100018.86,30
334,2024,3,66589.71,25
334,2024,4,51761.39,20
334,2024,5,89178.27,29
334,2024,6,51336.34,23
334,2024,7,41779.29,26
334,2024,8,49679.26,28
334,2024,9,54148.32,21
334,2024,10,63720.73,19
334,2024,11,70839.73,26
334,2024,12,74624.68,21
334,2025,1,51597.65,18
334,2025,2,46850.92,25
334,2025,3,38967.25,15
334,2025,4,32315.05,12
334,2025,5,42546.71,20
334,2025,6,39288.25,26
334,2025,7,48368.47,29
334,2025,8,34584.6,34
334,2025,9,31600.63,19
334,2025,10,36492.65,9
341,2021,8,44325.76,20
341,2021,9,73676.99,44
341,2021,10,70617.6,39
341,2021,11,89671.75,56
341,2021,12,74730.24,47
341,2022,1,75382.76,45
341,2022,2,87671.65,59
341,2022,3,82845.2,50
341,2022,4,92764.9,49
341,2022,5,102840.11,60
341,2022,6,67318.51,47
341,2022,7,78158.86,44
341,2022,8,50975.84,56
341,2022,9,85557.28,47
341,2022,10,80834.58,50
341,2022,11,102611.58,66
341,2022,12,88306.82,53
341,2023,1,82844.38,49
341,2023,2,101540.73,63
341,2023,3,102245.29,45
341,2023,4,106628.18,42
341,2023,5,117116.0,68
341,2023,6,79190.88,40
341,2023,7,93503.22,48
341,2023,8,105968.95,52
341,2023,9,89743.67,57
341,2023,10,98977.93,68
341,2023,11,122808.78,76
341,2023,12,108189.14,92
341,2024,1,80674.43,74
341,2024,2,109871.85,86
341,2024,3,85398.29,66
341,2024,4,92328.2,75
341,2024,5,121106.67,86
341,2024,6,91742.08,64
341,2024,7,101395.46,65
341,2024,8,103222.1,90
341,2024,9,126385.12,75
341,2024,10,123312.59,76
341,2024,11,146058.91,92
341,2024,12,166032.88,68
341,2025,1,133417.15,80
341,2025,2,175280.17,92
341,2025,3,123161.78,81
341,2025,4,139224.39,68
341,2025,5,188976.65,90
341,2025,6,161246.26,95
341,2025,7,120147.08,102
341,2025,8,172817.25,134
341,2025,9,155140.12,88
341,2025,10,141761.55,39
355,2021,8,46748.06,39
355,2021,9,96507.92,73
355,2021,10,87793.89,70
355,2021,11,102308.3,82
355,2021,12,83192.9,62
355,2022,1,91689.82,71
355,2022,2,107636.21,94
355,2022,3,78015.53,66
355,2022,4,96960.31,74
355,2022,5,121256.46,88
355,2022,6,75666.96,66
355,2022,7,76166.16,73
355,2022,8,53842.7,87
355,2022,9,119062.69,65
355,2022,10,109047.72,69
355,2022,11,114643.09,97
355,2022,12,98678.35,85
355,2023,1,105334.32,79
355,2023,2,120469.77,95
355,2023,3,92354.61,72
355,2023,4,117371.55,74
355,2023,5,142529.37,108
355,2023,6,89703.69,63
355,2023,7,92595.76,56
355,2023,8,128221.07,77
355,2023,9,98656.39,68
355,2023,10,99726.11,89
355,2023,11,123353.28,112
355,2023,12,133674.04,119
355,2024,1,126711.75,106
355,2024,2,136083.13,127
355,2024,3,109086.98,106
355,2024,4,117362.41,103
355,2024,5,150636.15,134
355,2024,6,101110.99,107
355,2024,7,73143.19,120
355,2024,8,104624.86,143
355,2024,9,107293.13,117
355,2024,10,123815.66,123
355,2024,11,153978.92,142
355,2024,12,201521.67,128
355,2025,1,135292.13,117
355,2025,2,190944.5,147
355,2025,3,138113.93,127
355,2025,4,153796.61,113
355,2025,5,214263.97,139
355,2025,6,158534.93,140
355,2025,7,164454.96,165
355,2025,8,228297.15,199
355,2025,9,158100.59,145
355,2025,10,189434.78,68
359,2021,8,48186.59,25
359,2021,9,87809.78,49
359,2021,10,76689.74,43
359,2021,11,120379.33,63
359,2021,12,98925.82,50
359,2022,1,100707.4,46
359,2022,2,109646.08,63
359,2022,3,87343.31,50
359,2022,4,77005.17,42
359,2022,5,124973.41,62
359,2022,6,84316.55,44
359,2022,7,94529.74,49
359,2022,8,55036.89,70
359,2022,9,97857.19,51
359,2022,10,92604.39,53
359,2022,11,135276.82,65
359,2022,12,111657.94,52
359,2023,1,116188.81,49
359,2023,2,135396.47,69
359,2023,3,100589.12,56
359,2023,4,89934.4,55
359,2023,5,142522.24,72
359,2023,6,91950.56,51
359,2023,7,109916.25,33
359,2023,8,153789.76,47
359,2023,9,124038.05,47
359,2023,10,102361.18,57
359,2023,11,157776.93,77
359,2023,12,108376.61,72
359,2024,1,130581.94,50
359,2024,2,169198.27,72
359,2024,3,138010.25,48
359,2024,4,123874.84,56
359,2024,5,165887.38,84
359,2024,6,109859.1,57
359,2024,7,75049.18,57
359,2024,8,103686.46,80
359,2024,9,110167.18,73
359,2024,10,123360.46,76
359,2024,11,142352.67,87
359,2024,12,172508.62,82
359,2025,1,145714.4,65
359,2025,2,168422.55,91
359,2025,3,110241.05,78
359,2025,4,147903.54,71
359,2025,5,186826.13,96
359,2025,6,130401.46,96
359,2025,7,129522.35,87
359,2025,8,203536.0,129
359,2025,9,189026.95,85
359,2025,10,178380.55,28
360,2021,8,90369.54,55
360,2021,9,136402.98,84
360,2021,10,136818.18,85
360,2021,11,204160.1,113
360,2021,12,147850.6,88
360,2022,1,154815.33,92
360,2022,2,153266.92,101
360,2022,3,152409.3,95
360,2022,4,133863.58,79
360,2022,5,194559.9,115
360,2022,6,134408.93,85
360,2022,7,126332.07,92
360,2022,8,107461.97,113
360,2022,9,151146.82,91
360,2022,10,172992.99,87
360,2022,11,226673.64,115
360,2022,12,172524.11,80
360,2023,1,185146.95,80
360,2023,2,183974.68,96
360,2023,3,175112.34,71
360,2023,4,165412.78,75
360,2023,5,224902.42,86
360,2023,6,164000.88,63
360,2023,7,155989.28,43
360,2023,8,214241.34,57
360,2023,9,186348.83,49
360,2023,10,159988.88,64
360,2023,11,219896.87,77
360,2023,12,165416.85,76
360,2024,1,141677.72,56
360,2024,2,190764.85,76
360,2024,3,145474.88,59
360,2024,4,145134.67,56
360,2024,5,176055.11,52
360,2024,6,104211.84,47
360,2024,7,78972.11,31
360,2024,8,99262.46,38
360,2024,9,83222.6,23
360,2024,10,117962.38,25
360,2024,11,136074.37,28
360,2024,12,132085.9,20
360,2025,1,108793.89,25
360,2025,2,126812.01,26
360,2025,3,94901.6,24
360,2025,4,95118.63,22
360,2025,5,112917.59,28
360,2025,6,76047.94,33
360,2025,7,65750.53,35
360,2025,8,76181.23,52
360,2025,9,49223.7,23
360,2025,10,42965.42,12
367,2021,8,67253.44,49
367,2021,9,120964.9,88
367,2021,10,114617.54,86
367,2021,11,141398.58,100
367,2021,12,95298.95,87
367,2022,1,107854.55,84
367,2022,2,134084.31,103
367,2022,3,98543.04,86
367,2022,4,114541.04,87
367,2022,5,122735.59,93
367,2022,6,98267.2,82
367,2022,7,108896.58,84
367,2022,8,76269.16,109
367,2022,9,141728.95,82
367,2022,10,132057.58,84
367,2022,11,160657.81,104
367,2022,12,114321.79,86
367,2023,1,132076.78,93
367,2023,2,147346.77,96
367,2023,3,109412.08,88
367,2023,4,138914.66,76
367,2023,5,150066.3,114
367,2023,6,120668.67,76
367,2023,7,134124.87,60
367,2023,8,152730.03,60
367,2023,9,134678.78,70
367,2023,10,120423.95,86
367,2023,11,138617.97,109
367,2023,12,117285.48,115
367,2024,1,136343.09,67
367,2024,2,168608.13,81
367,2024,3,132794.71,61
367,2024,4,114347.83,54
367,2024,5,162077.18,52
367,2024,6,99610.47,33
367,2024,7,102371.26,27
367,2024,8,85931.13,27
367,2024,9,105316.73,12
367,2024,10,100651.49,13
367,2024,11,163111.55,12
367,2024,12,136585.06,9
367,2025,1,84100.58,8
367,2025,2,105333.5,9
367,2025,3,70589.37,6
367,2025,4,73470.36,5
367,2025,5,79927.7,8
367,2025,6,34891.53,18
367,2025,7,30858.38,42
367,2025,8,34661.28,43
367,2025,9,21827.77,20
367,2025,10,12014.39,1
375,2021,8,28436.55,24
375,2021,9,50876.37,37
375,2021,10,44019.41,32
375,2021,11,57849.72,50
375,2021,12,51183.78,37
375,2022,1,57471.36,41
375,2022,2,73080.05,47
375,2022,3,73327.88,42
375,2022,4,56320.38,43
375,2022,5,75141.45,64
375,2022,6,65630.85,46
375,2022,7,62689.33,51
375,2022,8,33948.45,55
375,2022,9,62359.93,56
375,2022,10,53210.06,60
375,2022,11,72065.88,64
375,2022,12,59320.15,51
375,2023,1,68787.03,50
375,2023,2,88576.53,62
375,2023,3,83511.01,55
375,2023,4,67749.69,54
375,2023,5,89705.74,59
375,2023,6,80466.71,47
375,2023,7,77261.6,36
375,2023,8,106838.11,43
375,2023,9,108224.94,41
375,2023,10,101175.03,59
375,2023,11,98898.78,69
375,2023,12,90445.07,73
375,2024,1,105098.12,63
375,2024,2,117424.83,75
375,2024,3,90058.51,62
375,2024,4,86663.51,62
375,2024,5,116852.83,78
375,2024,6,97822.13,66
375,2024,7,67709.13,63
375,2024,8,74369.16,81
375,2024,9,69983.35,70
375,2024,10,110378.91,65
375,2024,11,117551.79,79
375,2024,12,109212.33,75
375,2025,1,111630.68,73
375,2025,2,133438.47,82
375,2025,3,123813.84,66
375,2025,4,117143.4,72
375,2025,5,160150.32,93
375,2025,6,128041.88,83
375,2025,7,126782.78,83
375,2025,8,162289.75,110
375,2025,9,136983.27,76
375,2025,10,113573.29,32
383,2021,8,72753.02,45
383,2021,9,108266.85,78
383,2021,10,98547.33,70
383,2021,11,145079.85,104
383,2021,12,115591.82,65
383,2022,1,111957.04,71
383,2022,2,129999.52,86
383,2022,3,129585.52,77
383,2022,4,119223.57,73
383,2022,5,138728.86,86
383,2022,6,103838.79,73
383,2022,7,117108.74,72
383,2022,8,85668.67,98
383,2022,9,124974.54,80
383,2022,10,112511.01,82
383,2022,11,168445.05,108
383,2022,12,134909.8,78
383,2023,1,131088.62,90
383,2023,2,157070.29,110
383,2023,3,152523.04,97
383,2023,4,135715.62,93
383,2023,5,156992.8,116
383,2023,6,125880.27,77
383,2023,7,134716.04,62
383,2023,8,180103.49,75
383,2023,9,134639.53,69
383,2023,10,140951.98,95
383,2023,11,201492.93,100
383,2023,12,159220.0,120
383,2024,1,157239.58,94
383,2024,2,186898.05,109
383,2024,3,153720.92,102
383,2024,4,158579.57,93
383,2024,5,201876.2,143
383,2024,6,157115.25,109
383,2024,7,97766.01,110
383,2024,8,132889.24,131
383,2024,9,136469.61,109
383,2024,10,164428.07,107
383,2024,11,200383.75,124
383,2024,12,210918.49,110
383,2025,1,172447.68,107
383,2025,2,217341.07,132
383,2025,3,177108.8,116
383,2025,4,194544.67,113
383,2025,5,260712.41,138
383,2025,6,203948.1,121
383,2025,7,187408.19,137
383,2025,8,265762.67,151
383,2025,9,217596.27,121
383,2025,10,192321.62,62
394,2021,8,74627.72,62
394,2021,9,125192.68,103
394,2021,10,106746.24,105
394,2021,11,149798.61,124
394,2021,12,122564.77,103
394,2022,1,108184.14,95
394,2022,2,127055.15,123
394,2022,3,114761.97,108
394,2022,4,117206.27,104
394,2022,5,142236.3,122
394,2022,6,130681.56,99
394,2022,7,113872.94,87
394,2022,8,88828.54,139
394,2022,9,140139.72,93
394,2022,10,121271.6,97
394,2022,11,173222.87,128
394,2022,12,140662.55,106
394,2023,1,122021.15,90
394,2023,2,152096.67,130
394,2023,3,133963.44,108
394,2023,4,142159.02,104
394,2023,5,167749.72,115
394,2023,6,154751.92,84
394,2023,7,130534.99,57
394,2023,8,179839.48,87
394,2023,9,144832.74,85
394,2023,10,140831.81,105
394,2023,11,174686.6,128
394,2023,12,126433.26,122
394,2024,1,127372.68,100
394,2024,2,163065.85,120
394,2024,3,117957.14,108
394,2024,4,135977.11,94
394,2024,5,149857.66,128
394,2024,6,94276.29,99
394,2024,7,71309.3,97
394,2024,8,96201.84,126
394,2024,9,84233.26,97
394,2024,10,114195.19,102
394,2024,11,133523.79,115
394,2024,12,141383.8,109
394,2025,1,112350.88,94
394,2025,2,130319.07,132
394,2025,3,92506.39,102
394,2025,4,93198.33,108
394,2025,5,127506.51,132
394,2025,6,108953.79,120
394,2025,7,107293.74,118
394,2025,8,137833.23,183
394,2025,9,99482.59,117
394,2025,10,107861.86,48
400,2021,8,26060.64,15
400,2021,9,42818.03,26
400,2021,10,58101.97,27
400,2021,11,51770.33,31
400,2021,12,36344.93,26
400,2022,1,41712.59,23
400,2022,2,54937.21,32
400,2022,3,57153.2,30
400,2022,4,39003.68,27
400,2022,5,58238.71,35
400,2022,6,57087.8,28
400,2022,7,37425.73,27
400,2022,8,29601.07,41
400,2022,9,52322.57,24
400,2022,10,64770.92,26
400,2022,11,60625.79,41
400,2022,12,44876.49,30
400,2023,1,46208.12,27
400,2023,2,63899.27,46
400,2023,3,66435.06,36
400,2023,4,46105.75,36
400,2023,5,72743.12,53
400,2023,6,66722.8,27
400,2023,7,45273.63,21
400,2023,8,78493.53,28
400,2023,9,41032.52,33
400,2023,10,50265.82,45
400,2023,11,67001.08,63
400,2023,12,54722.28,83
400,2024,1,55308.8,62
400,2024,2,67916.24,83
400,2024,3,74197.51,73
400,2024,4,46577.85,70
400,2024,5,77950.19,111
400,2024,6,48331.92,84
400,2024,7,33936.03,87
400,2024,8,57982.74,117
400,2024,9,65720.29,91
400,2024,10,76290.36,108
400,2024,11,110557.88,130
400,2024,12,128162.12,106
400,2025,1,114757.7,106
400,2025,2,145927.5,145
400,2025,3,117578.23,99
400,2025,4,129518.53,108
400,2025,5,168824.97,147
400,2025,6,135062.03,116
400,2025,7,146405.66,132
400,2025,8,192203.81,141
400,2025,9,120108.01,115
400,2025,10,147502.45,62
402,2021,8,46757.53,43
402,2021,9,97851.46,87
402,2021,10,93992.2,70
402,2021,11,116058.82,101
402,2021,12,85562.39,72
402,2022,1,91703.39,75
402,2022,2,116590.36,106
402,2022,3,95974.5,77
402,2022,4,100729.77,85
402,2022,5,111234.44,98
402,2022,6,94934.18,83
402,2022,7,113627.72,87
402,2022,8,54844.41,86
402,2022,9,116235.45,83
402,2022,10,110339.53,73
402,2022,11,133945.01,91
402,2022,12,101149.96,83
402,2023,1,110852.01,82
402,2023,2,139137.62,99
402,2023,3,109853.45,80
402,2023,4,119470.37,85
402,2023,5,133409.57,97
402,2023,6,113077.1,76
402,2023,7,134712.79,76
402,2023,8,140910.08,100
402,2023,9,114430.44,72
402,2023,10,96425.5,69
402,2023,11,140706.52,100
402,2023,12,112365.67,104
402,2024,1,118563.14,71
402,2024,2,126805.12,102
402,2024,3,80455.83,77
402,2024,4,114494.35,69
402,2024,5,141719.21,89
402,2024,6,85252.04,82
402,2024,7,84492.71,77
402,2024,8,110139.8,96
402,2024,9,88626.04,78
402,2024,10,85030.4,76
402,2024,11,104630.62,94
402,2024,12,125440.63,80
402,2025,1,91752.17,73
402,2025,2,111624.18,97
402,2025,3,76477.13,77
402,2025,4,64302.4,82
402,2025,5,110130.51,98
402,2025,6,79459.42,86
402,2025,7,92307.5,84
402,2025,8,104417.09,98
402,2025,9,72958.32,85
402,2025,10,73224.13,40
404,2021,8,21474.08,16
404,2021,9,33484.69,26
404,2021,10,33405.79,25
404,2021,11,33211.14,29
404,2021,12,25637.81,23
404,2022,1,27219.21,26
404,2022,2,48687.21,34
404,2022,3,30548.26,24
404,2022,4,31423.02,23
404,2022,5,34351.15,31
404,2022,6,32055.95,24
404,2022,7,33016.07,24
404,2022,8,26233.55,32
404,2022,9,38059.3,26
404,2022,10,37666.36,31
404,2022,11,37418.59,31
404,2022,12,30486.51,22
404,2023,1,31814.46,27
404,2023,2,56313.25,29
404,2023,3,35246.08,23
404,2023,4,39332.94,25
404,2023,5,42178.31,29
404,2023,6,39068.89,20
404,2023,7,40216.26,17
404,2023,8,46091.0,19
404,2023,9,46295.13,24
404,2023,10,44052.62,27
404,2023,11,39331.09,39
404,2023,12,36614.37,38
404,2024,1,32948.03,33
404,2024,2,54915.82,39
404,2024,3,44427.46,37
404,2024,4,32248.43,45
404,2024,5,51727.48,64
404,2024,6,24036.98,58
404,2024,7,21834.11,63
404,2024,8,30525.89,74
404,2024,9,32763.34,55
404,2024,10,38583.18,70
404,2024,11,59958.59,82
404,2024,12,65139.19,68
404,2025,1,51322.58,74
404,2025,2,65023.55,102
404,2025,3,49220.33,66
404,2025,4,66815.05,73
404,2025,5,97396.99,83
404,2025,6,87651.43,78
404,2025,7,102251.4,84
404,2025,8,115714.21,99
404,2025,9,78943.45,83
404,2025,10,114245.71,36
409,2021,8,108106.55,61
409,2021,9,176815.61,112
409,2021,10,164798.97,111
409,2021,11,226684.75,147
409,2021,12,160464.94,112
409,2022,1,180537.28,115
409,2022,2,189669.58,149
409,2022,3,174839.56,115
409,2022,4,169895.4,113
409,2022,5,209779.74,149
409,2022,6,179401.04,114
409,2022,7,153068.08,107
409,2022,8,126278.62,159
409,2022,9,216920.41,120
409,2022,10,183646.01,121
409,2022,11,267726.81,136
409,2022,12,196049.06,95
409,2023,1,204743.47,98
409,2023,2,221951.54,108
409,2023,3,206806.42,89
409,2023,4,207599.02,88
409,2023,5,256957.99,99
409,2023,6,206273.53,61
409,2023,7,186991.45,55
409,2023,8,284893.1,61
409,2023,9,192504.15,63
409,2023,10,196426.29,79
409,2023,11,258242.16,105
409,2023,12,181125.75,102
409,2024,1,157890.08,68
409,2024,2,175205.67,64
409,2024,3,159203.42,59
409,2024,4,148389.59,56
409,2024,5,175262.02,62
409,2024,6,118905.86,51
409,2024,7,94904.84,46
409,2024,8,103919.36,58
409,2024,9,100848.54,39
409,2024,10,160048.58,36
409,2024,11,184910.08,46
409,2024,12,184074.19,43
409,2025,1,108831.18,30
409,2025,2,128979.68,35
409,2025,3,101974.22,32
409,2025,4,103253.57,32
409,2025,5,113687.54,39
409,2025,6,83402.48,47
409,2025,7,99386.81,46
409,2025,8,101292.46,70
409,2025,9,73448.81,32
409,2025,10,58351.74,10
417,2021,8,17994.28,8
417,2021,9,29623.59,13
417,2021,10,24707.85,12
417,2021,11,28738.82,17
417,2021,12,28946.53,14
417,2022,1,28479.94,13
417,2022,2,47368.02,20
417,2022,3,32112.9,17
417,2022,4,42217.61,15
417,2022,5,45320.87,20
417,2022,6,34656.03,16
417,2022,7,31785.08,17
417,2022,8,22330.67,20
417,2022,9,33705.15,22
417,2022,10,29862.9,34
417,2022,11,31821.29,38
417,2022,12,34734.78,31
417,2023,1,31471.79,35
417,2023,2,54448.96,39
417,2023,3,38837.99,31
417,2023,4,48216.04,32
417,2023,5,50218.85,37
417,2023,6,39741.6,32
417,2023,7,37094.27,21
417,2023,8,35070.35,37
417,2023,9,52785.53,27
417,2023,10,82272.44,42
417,2023,11,85779.68,50
417,2023,12,80162.28,59
417,2024,1,62293.15,43
417,2024,2,86499.13,58
417,2024,3,72889.45,54
417,2024,4,69705.99,46
417,2024,5,71869.72,67
417,2024,6,53431.85,62
417,2024,7,40958.78,68
417,2024,8,81907.99,77
417,2024,9,57269.75,72
417,2024,10,86091.58,70
417,2024,11,105062.25,90
417,2024,12,131406.15,71
417,2025,1,113746.06,66
417,2025,2,129893.67,95
417,2025,3,120038.32,65
417,2025,4,112117.97,68
417,2025,5,145255.47,99
417,2025,6,118248.77,79
417,2025,7,142386.73,77
417,2025,8,172731.86,101
417,2025,9,143017.71,71
417,2025,10,149536.29,36
425,2021,8,99491.08,66
425,2021,9,177349.97,117
425,2021,10,161936.13,114
425,2021,11,197743.63,149
425,2021,12,145645.62,111
425,2022,1,156792.98,111
425,2022,2,210486.32,147
425,2022,3,157114.9,111
425,2022,4,173571.86,114
425,2022,5,214716.25,138
425,2022,6,161692.12,117
425,2022,7,164874.76,102
425,2022,8,113124.23,144
425,2022,9,199185.79,118
425,2022,10,183688.33,126
425,2022,11,235182.47,152
425,2022,12,171803.98,95
425,2023,1,178073.09,114
425,2023,2,231301.87,149
425,2023,3,171275.46,124
425,2023,4,194804.7,112
425,2023,5,238547.63,136
425,2023,6,182812.51,98
425,2023,7,193087.86,78
425,2023,8,241748.85,100
425,2023,9,188215.02,86
425,2023,10,199515.27,111
425,2023,11,221761.49,152
425,2023,12,156701.53,136
425,2024,1,179104.38,114
425,2024,2,236961.32,155
425,2024,3,193984.4,109
425,2024,4,190546.33,122
425,2024,5,244837.11,125
425,2024,6,141789.36,118
425,2024,7,130501.63,108
425,2024,8,138576.9,153
425,2024,9,148948.8,116
425,2024,10,183213.49,120
425,2024,11,253657.31,146
425,2024,12,226891.41,116
425,2025,1,217834.53,119
425,2025,2,244182.48,149
425,2025,3,176115.11,106
425,2025,4,199527.84,120
425,2025,5,245707.84,152
425,2025,6,192368.59,142
425,2025,7,192641.72,167
425,2025,8,242433.24,199
425,2025,9,195745.28,132
425,2025,10,170939.59,58
436,2021,8,7806.63,7
